,xau,Predictions
6067,287.4,278.1843
6068,291.95,279.2421
6069,299.5,280.93085
6070,299.5,283.6271
6071,304.3,286.21924
6072,297.75,289.06766
6073,298.9,290.6135
6074,297.4,291.68768
6075,299.0,292.22998
6076,299.85,292.76022
6077,297.35,293.33194
6078,296.5,293.47906
6079,291.3,293.35883
6080,292.15,292.4335
6081,292.75,291.52945
6082,291.95,290.85428
6083,294.2,290.24326
6084,297.4,290.06967
6085,296.85,290.5115
6086,295.4,290.9949
6087,297.4,291.20892
6088,297.8,291.58765
6089,292.7,292.00934
6090,291.0,291.6508
6091,289.15,290.867
6092,291.2,289.80582
6093,293.6,289.1166
6094,293.15,288.99124
6095,291.2,288.9989
6096,290.3,288.77182
6097,292.05,288.37762
6098,293.1,288.23788
6099,291.85,288.34476
6100,292.75,288.33417
6101,294.25,288.418
6102,297.7,288.7289
6103,296.1,289.55325
6104,299.0,290.18008
6105,301.4,291.06613
6106,301.4,292.23398
6107,301.4,293.30917
6108,304.0,294.19156
6109,303.75,295.25
6110,301.7,296.16235
6111,301.0,296.59882
6112,300.45,296.7234
6113,298.7,296.6541
6114,298.0,296.28784
6115,301.3,295.79065
6116,300.35,295.80402
6117,300.1,295.83646
6118,297.75,295.83914
6119,300.85,295.49435
6120,304.25,295.53882
6121,301.8,296.1779
6122,303.7,296.55096
6123,302.7,297.06027
6124,304.2,297.38324
6125,307.25,297.81467
6126,306.6,298.64783
6127,309.7,299.38235
6128,308.2,300.42194
6129,308.35,301.17596
6130,307.6,301.75067
6131,310.45,302.07156
6132,310.45,302.67618
6133,312.0,303.27365
6134,310.5,304.00473
6135,308.85,304.44778
6136,311.15,304.49905
6137,310.75,304.7532
6138,308.4,304.9702
6139,308.3,304.80798
6140,310.1,304.5425
6141,310.6,304.5437
6142,311.5,304.69833
6143,315.2,305.0082
6144,317.1,305.85083
6145,317.15,306.9982
6146,320.95,308.0694
6147,320.05,309.5002
6148,320.2,310.6841
6149,327.05,311.6335
6150,326.0,313.3552
6151,326.6,314.88995
6152,0.0,316.2262
6153,326.6,271.4421
6154,326.6,265.1635
6155,322.0,271.34787
6156,324.1,280.2875
6157,326.4,289.0369
6158,322.5,296.62234
6159,316.8,302.03186
6160,319.75,305.06158
6161,318.75,307.29605
6162,322.1,308.79175
6163,317.8,310.33673
6164,318.35,311.0543
6165,320.65,311.51447
6166,322.35,312.16922
6167,322.7,313.04004
6168,326.4,313.90338
6169,321.7,315.1742
6170,321.55,315.6888
6171,318.8,315.8776
6172,318.5,315.53162
6173,312.1,315.03406
6174,314.45,313.6386
6175,310.85,312.53253
6176,310.6,311.15894
6177,311.3,309.888
6178,311.7,308.94376
6179,313.8,308.30212
6180,314.8,308.15427
6181,314.15,308.3208
6182,316.7,308.46127
6183,319.0,308.93707
6184,318.25,309.76752
6185,316.15,310.4675
6186,317.65,310.71597
6187,322.9,311.00345
6188,322.9,312.01474
6189,319.7,313.09073
6190,311.25,313.56332
6191,309.45,312.55682
6192,304.95,310.99805
6193,303.0,308.8581
6194,305.4,306.59964
6195,304.65,305.00424
6196,302.25,303.75305
6197,305.05,302.4623
6198,309.5,301.7608
6199,305.75,301.9798
6200,312.2,301.90436
6201,312.15,302.6793
6202,312.95,303.57452
6203,316.7,304.4852
6204,313.8,305.79608
6205,315.65,306.60376
6206,312.65,307.40363
6207,314.2,307.63962
6208,310.1,307.89566
6209,308.0,307.52533
6210,306.55,306.72635
6211,305.4,305.7124
6212,305.95,304.62723
6213,305.95,303.7711
6214,310.5,303.1193
6215,311.1,303.2875
6216,312.1,303.76443
6217,312.8,304.4082
6218,0.0,305.1
6219,312.0,262.0934
6220,313.5,255.60764
6221,313.0,261.3185
6222,317.55,270.33487
6223,319.25,279.67126
6224,322.5,287.83365
6225,319.1,294.76343
6226,315.5,299.70044
6227,318.85,302.72266
6228,318.8,305.17242
6229,315.35,307.07156
6230,315.9,308.0371
6231,318.7,308.67355
6232,322.25,309.5322
6233,322.3,310.85544
6234,322.5,312.13605
6235,326.3,313.24432
6236,325.15,314.68085
6237,319.6,315.8245
6238,320.05,315.89853
6239,323.7,315.70102
6240,321.75,315.97327
6241,322.2,316.0627
6242,322.1,316.15555
6243,320.3,316.2181
6244,321.75,315.99985
6245,319.0,315.9403
6246,319.35,315.53522
6247,318.95,315.14136
6248,316.85,314.75015
6249,317.75,314.1165
6250,316.2,313.6386
6251,314.05,313.0546
6252,310.75,312.2196
6253,312.75,310.96005
6254,312.6,310.05478
6255,312.55,309.37158
6256,312.1,308.85803
6257,311.75,308.41077
6258,313.0,308.0011
6259,314.45,307.84442
6260,317.15,307.99554
6261,316.55,308.60626
6262,316.9,309.1747
6263,319.85,309.6939
6264,317.55,310.5411
6265,318.5,311.0215
6266,317.3,311.45728
6267,319.25,311.63516
6268,321.7,311.99188
6269,320.7,312.7023
6270,321.75,313.26846
6271,324.0,313.85983
6272,318.6,314.69186
6273,319.1,314.68445
6274,318.75,314.5011
6275,319.7,314.23572
6276,318.85,314.12674
6277,317.65,313.96097
6278,317.7,313.6333
6279,317.45,313.3149
6280,317.5,313.01108
6281,317.85,312.7663
6282,317.6,312.62766
6283,319.05,312.506
6284,0.0,312.61804
6285,316.45,268.13885
6286,319.7,260.99228
6287,322.1,266.56125
6288,322.45,276.04092
6289,325.75,285.36475
6290,325.1,293.59586
6291,323.1,300.0384
6292,324.25,304.5919
6293,326.4,308.00394
6294,332.2,310.8487
6295,333.0,313.93924
6296,339.0,316.765
6297,338.0,319.97504
6298,345.0,322.67267
6299,341.6,325.84006
6300,343.95,328.16217
6301,343.95,330.2275
6302,343.95,331.89154
6303,343.95,333.18073
6304,349.3,334.15924
6305,347.2,335.68176
6306,347.2,336.82047
6307,347.2,337.67566
6308,343.8,338.30875
6309,344.5,338.2736
6310,351.75,338.14804
6311,349.0,339.0785
6312,349.75,339.77286
6313,352.4,340.4105
6314,353.0,341.3165
6315,352.55,342.24588
6316,353.1,342.97147
6317,351.0,343.6029
6318,352.3,343.794
6319,357.0,344.01694
6320,355.85,344.90674
6321,353.8,345.68698
6322,358.5,346.01715
6323,364.7,346.85654
6324,366.0,348.63
6325,368.5,350.6019
6326,368.4,352.70435
6327,369.9,354.49905
6328,367.6,356.1444
6329,367.5,357.14035
6330,0.0,357.77502
6331,369.5,305.42194
6332,376.55,298.26584
6333,382.1,306.32068
6334,375.8,319.2559
6335,373.25,330.82993
6336,370.5,339.72403
6337,364.0,345.89804
6338,356.3,349.24957
6339,352.8,350.0598
6340,354.25,349.46658
6341,347.0,348.77832
6342,344.1,347.12076
6343,346.0,345.04312
6344,351.55,343.46118
6345,352.3,343.10434
6346,355.2,343.29007
6347,357.6,344.0485
6348,351.9,345.21054
6349,351.25,345.4619
6350,347.45,345.3034
6351,0.0,344.47006
6352,345.5,294.10904
6353,353.4,285.67828
6354,353.95,291.906
6355,354.7,302.34607
6356,350.75,312.6406
6357,354.45,320.62805
6358,348.7,327.1167
6359,346.1,331.2232
6360,334.5,333.5663
6361,335.2,333.30133
6362,340.75,332.41882
6363,338.8,332.31454
6364,335.8,332.202
6365,335.8,331.69882
6366,333.5,331.1719
6367,329.45,330.38678
6368,331.9,329.05893
6369,329.95,328.13394
6370,332.75,327.18295
6371,330.75,326.78516
6372,334.85,326.3185
6373,334.35,326.50406
6374,329.3,326.77573
6375,323.7,326.2939
6376,323.8,324.8406
6377,319.9,323.32864
6378,323.4,321.45975
6379,321.35,320.2884
6380,324.6,319.20963
6381,324.8,318.8067
6382,325.95,318.69626
6383,325.45,318.86035
6384,324.1,319.00555
6385,327.0,318.92352
6386,327.0,319.20377
6387,327.0,319.5452
6388,334.9,319.85522
6389,333.3,321.25848
6390,333.7,322.53812
6391,333.25,323.6499
6392,332.6,324.46844
6393,331.4,324.9748
6394,336.75,325.13275
6395,341.2,325.94455
6396,340.5,327.478
6397,340.5,328.89624
6398,342.85,330.06583
6399,341.85,331.32028
6400,346.45,332.25482
6401,347.9,333.62653
6402,351.1,335.12643
6403,350.4,336.9087
6404,353.55,338.39536
6405,354.25,340.03003
6406,355.0,341.55386
6407,359.0,342.92078
6408,366.3,344.62027
6409,367.8,347.2363
6410,369.6,349.94376
6411,370.5,352.5325
6412,370.5,354.81354
6413,371.4,356.64432
6414,359.5,358.18826
6415,363.1,357.62732
6416,361.4,357.079
6417,0.0,356.3508
6418,364.75,303.89832
6419,365.0,296.24985
6420,364.2,302.80328
6421,366.75,313.2034
6422,363.0,323.6014
6423,362.75,331.73666
6424,354.25,337.7829
6425,354.25,340.92307
6426,352.25,342.67377
6427,353.05,343.4272
6428,358.3,343.9028
6429,362.75,345.02197
6430,359.75,346.84244
6431,357.65,348.1674
6432,358.0,348.84506
6433,355.0,349.27707
6434,348.25,349.12167
6435,348.1,347.82016
6436,343.85,346.3622
6437,345.5,344.4514
6438,346.0,342.9546
6439,350.2,341.88586
6440,351.5,341.73538
6441,349.4,342.07278
6442,351.3,342.1944
6443,348.15,342.50946
6444,347.2,342.3566
6445,344.15,341.94644
6446,343.4,341.06705
6447,343.7,340.07416
6448,347.5,339.24472
6449,348.25,339.15515
6450,343.2,339.41306
6451,342.5,338.99664
6452,344.35,338.34286
6453,350.0,337.98328
6454,352.0,338.5974
6455,354.75,339.70374
6456,357.3,341.1982
6457,363.0,342.95203
6458,365.6,345.35254
6459,363.5,347.9547
6460,357.75,349.90155
6461,354.75,350.49496
6462,352.35,350.1451
6463,347.5,349.20837
6464,348.4,347.52875
6465,352.0,346.03317
6466,351.6,345.36008
6467,353.95,344.98483
6468,359.15,345.11407
6469,360.1,346.1409
6470,358.65,347.41263
6471,363.6,348.34464
6472,364.5,349.75983
6473,360.25,351.22064
6474,360.4,351.8371
6475,363.7,352.12985
6476,363.3,352.76404
6477,358.75,353.341
6478,358.75,353.14227
6479,360.5,352.7491
6480,371.25,352.61493
6481,369.8,354.18018
6482,375.6,355.79034
6483,376.25,358.04538
6484,373.7,360.22736
6485,370.0,361.6654
6486,370.75,362.10043
6487,375.8,362.27734
6488,374.65,363.10056
6489,382.25,363.81586
6490,380.0,365.5408
6491,376.3,366.9524
6492,378.25,367.5063
6493,373.5,368.00967
6494,374.6,367.6958
6495,374.25,367.3619
6496,378.3,367.01636
6497,379.75,367.33417
6498,385.5,368.0158
6499,384.6,369.56915
6500,385.0,370.99796
6501,390.7,372.2314
6502,382.7,374.06665
6503,381.95,374.5748
6504,388.0,374.51163
6505,383.5,375.18967
6506,382.2,375.29535
6507,384.25,375.03717
6508,371.3,375.01886
6509,376.1,373.12042
6510,375.25,371.70627
6511,370.6,370.50708
6512,372.3,368.8731
6513,370.25,367.6297
6514,373.95,366.38177
6515,373.5,365.88666
6516,373.4,365.6176
6517,370.5,365.44635
6518,373.8,364.89233
6519,378.2,364.80405
6520,384.75,365.51712
6521,384.5,367.3401
6522,388.25,369.17017
6523,386.0,371.28745
6524,384.4,372.8099
6525,385.4,373.67865
6526,386.5,374.36423
6527,386.25,375.05127
6528,0.0,375.59747
6529,383.25,320.01227
6530,377.9,311.8774
6531,378.75,317.75128
6532,380.25,327.78824
6533,378.95,337.82306
6534,383.5,346.01288
6535,387.8,352.94766
6536,389.7,358.99268
6537,395.4,364.0821
6538,396.7,368.94827
6539,393.7,373.19006
6540,393.9,376.15018
6541,395.15,378.3188
6542,394.3,380.11438
6543,395.5,381.40405
6544,391.9,382.5418
6545,391.75,382.9185
6546,396.0,383.0025
6547,395.45,383.63104
6548,398.35,384.2356
6549,400.25,385.18716
6550,401.35,386.37466
6551,401.8,387.61063
6552,402.25,388.73163
6553,402.4,389.70654
6554,406.15,390.5032
6555,407.75,391.69092
6556,410.0,393.04514
6557,404.1,394.58212
6558,407.1,395.02734
6559,407.5,395.54922
6560,408.0,396.05753
6561,408.25,396.5629
6562,407.5,397.0285
6563,409.75,397.29596
6564,410.45,397.80923
6565,409.25,398.41687
6566,409.25,398.77527
6567,409.25,399.00626
6568,409.25,399.16025
6569,412.0,399.26648
6570,416.25,399.76337
6571,416.25,400.94498
6572,416.25,402.14035
6573,415.25,403.15704
6574,420.6,403.80438
6575,424.4,405.06204
6576,421.75,406.87494
6577,421.0,408.15955
6578,423.35,408.9808
6579,425.25,409.89392
6580,425.5,410.9769
6581,419.5,411.97943
6582,412.5,411.87778
6583,408.4,410.40067
6584,406.6,408.1268
6585,409.25,405.70105
6586,407.6,404.02286
6587,409.25,402.57602
6588,409.0,401.6905
6589,408.2,401.0668
6590,405.7,400.4959
6591,411.0,399.6439
6592,405.7,399.65213
6593,399.75,399.08453
6594,0.0,397.54132
6595,398.35,337.42178
6596,401.45,327.73254
6597,399.25,334.1391
6598,399.55,344.85983
6599,404.25,355.35422
6600,405.95,364.75217
6601,408.55,372.4947
6602,405.75,378.85342
6603,411.6,383.3394
6604,416.0,387.45746
6605,411.7,391.494
6606,414.5,394.23883
6607,414.5,396.63638
6608,409.8,398.56406
6609,405.25,399.35025
6610,399.5,399.00122
6611,402.25,397.5047
6612,400.25,396.33804
6613,393.25,395.1421
6614,395.85,393.0736
6615,400.0,391.4815
6616,395.75,390.8964
6617,390.5,390.04996
6618,392.0,388.47137
6619,399.25,387.1477
6620,399.85,387.1913
6621,401.5,387.71274
6622,400.25,388.55283
6623,398.45,389.15875
6624,398.0,389.32343
6625,398.1,389.2585
6626,402.5,389.14636
6627,402.75,389.7075
6628,410.75,390.41425
6629,412.0,392.28253
6630,417.65,394.38235
6631,416.25,397.09525
6632,415.25,399.3389
6633,416.1,400.94354
6634,421.5,402.23346
6635,421.25,404.0533
6636,420.0,405.69907
6637,423.7,406.85434
6638,427.25,408.25766
6639,419.0,410.05353
6640,417.7,410.4092
6641,418.5,410.1068
6642,419.0,409.77115
6643,419.5,409.55356
6644,419.5,409.4869
6645,419.5,409.47867
6646,407.9,409.49088
6647,397.75,407.72034
6648,398.25,404.16888
6649,400.85,400.7317
6650,403.1,398.25217
6651,396.85,396.79214
6652,392.75,394.91626
6653,392.3,392.60333
6654,394.5,390.44934
6655,397.0,389.00443
6656,396.25,388.36972
6657,392.25,387.95886
6658,386.0,387.07333
6659,388.5,385.2387
6660,0.0,383.7896
6661,388.5,326.1909
6662,391.25,317.3462
6663,392.55,324.104
6664,387.5,335.46924
6665,380.8,345.7984
6666,375.0,353.10757
